"PassengerId","Survived"
892,0.204268292682927
893,0.204268292682927
894,0.319148936170213
895,0.204268292682927
896,1
897,0.204268292682927
898,0.204268292682927
899,0.549707602339181
900,0.204268292682927
901,0.136363636363636
902,0.204268292682927
903,0.549707602339181
904,0.733333333333333
905,0.549707602339181
906,0.733333333333333
907,0.549707602339181
908,0.319148936170213
909,0.204268292682927
910,0.204268292682927
911,0.204268292682927
912,0.733333333333333
913,0.204268292682927
914,0.549707602339181
915,0.733333333333333
916,0.733333333333333
917,0.0526315789473684
918,0.733333333333333
919,0.204268292682927
920,0.549707602339181
921,0.462686567164179
922,0.549707602339181
923,0.549707602339181
924,0.462686567164179
925,0.136363636363636
926,0.733333333333333
927,0.204268292682927
928,0.204268292682927
929,0.204268292682927
930,0.204268292682927
931,0.136363636363636
932,1
933,0.549707602339181
934,0.204268292682927
935,0.319148936170213
936,0.733333333333333
937,0.204268292682927
938,0.549707602339181
939,0.204268292682927
940,0.733333333333333
941,0.462686567164179
942,0.733333333333333
943,0.549707602339181
944,0.549707602339181
945,0.733333333333333
946,0.549707602339181
947,0.136363636363636
948,0.204268292682927
949,0.204268292682927
950,0.462686567164179
951,0.733333333333333
952,0.204268292682927
953,0.319148936170213
954,0.204268292682927
955,0.204268292682927
956,0.733333333333333
957,0.549707602339181
958,0.204268292682927
959,0.549707602339181
960,0.549707602339181
961,0.733333333333333
962,0.204268292682927
963,0.204268292682927
964,0.204268292682927
965,0.549707602339181
966,0.733333333333333
967,0.733333333333333
968,0.204268292682927
969,0.549707602339181
970,0.319148936170213
971,0.204268292682927
972,0.462686567164179
973,0.733333333333333
974,0.549707602339181
975,0.204268292682927
976,0.319148936170213
977,0.0526315789473684
978,0.204268292682927
979,0.204268292682927
980,0.204268292682927
981,0.549707602339181
982,0.0526315789473684
983,0.204268292682927
984,0.549707602339181
985,0.204268292682927
986,0.549707602339181
987,0.204268292682927
988,0.733333333333333
989,0.204268292682927
990,0.204268292682927
991,0.204268292682927
992,0.733333333333333
993,0.549707602339181
994,0.204268292682927
995,0.204268292682927
996,0.204268292682927
997,0.462686567164179
998,0.204268292682927
999,0.204268292682927
1000,0.204268292682927
1001,0.319148936170213
1002,0.549707602339181
1003,0.204268292682927
1004,0.549707602339181
1005,0.204268292682927
1006,0.733333333333333
1007,0.0526315789473684
1008,0.204268292682927
1009,0.462686567164179
1010,0.733333333333333
1011,0.549707602339181
1012,0.549707602339181
1013,0.204268292682927
1014,0.733333333333333
1015,0.204268292682927
1016,0.204268292682927
1017,0.462686567164179
1018,0.204268292682927
1019,0.462686567164179
1020,0.319148936170213
1021,0.204268292682927
1022,0.204268292682927
1023,0.549707602339181
1024,0.136363636363636
1025,0.204268292682927
1026,0.204268292682927
1027,0.204268292682927
1028,0.204268292682927
1029,0.319148936170213
1030,0.204268292682927
1031,0.136363636363636
1032,0.136363636363636
1033,0.733333333333333
1034,0.733333333333333
1035,0.549707602339181
1036,0.549707602339181
1037,0.462686567164179
1038,0.549707602339181
1039,0.204268292682927
1040,0.549707602339181
1041,0.549707602339181
1042,0.733333333333333
1043,0.204268292682927
1044,0.0526315789473684
1045,1
1046,0.136363636363636
1047,0.204268292682927
1048,0.733333333333333
1049,0.204268292682927
1050,0.549707602339181
1051,0.0526315789473684
1052,0.204268292682927
1053,0.462686567164179
1054,0.319148936170213
1055,0.204268292682927
1056,0.319148936170213
1057,0.462686567164179
1058,0.549707602339181
1059,0.136363636363636
1060,0.549707602339181
1061,0.204268292682927
1062,0.204268292682927
1063,0.204268292682927
1064,0.0526315789473684
1065,0.204268292682927
1066,0.136363636363636
1067,0.549707602339181
1068,0.549707602339181
1069,0.733333333333333
1070,0.549707602339181
1071,0.733333333333333
1072,0.319148936170213
1073,0.733333333333333
1074,0.733333333333333
